Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Padre Island NS,"616,033","$26,989 ",367,"$10,151 ","$17,124 ","$30,953 ",2018
Palo Alto Battlefield NHP,"82,487","$4,871 ",74,"$1,949 ","$3,313 ","$6,148 ",2018
Paterson Great Falls NHP,"143,605","$8,480 ",99,"$4,694 ","$7,459 ","$11,241 ",2018
Pea Ridge NMP,"101,969","$6,022 ",96,"$2,475 ","$4,230 ","$7,808 ",2018
Pecos NHP,"39,130","$2,311 ",35,"$1,002 ","$1,703 ","$3,031 ",2018
Pennsylvania Avenue NHS,"119,616","$2,288 ",30,"$1,243 ","$2,104 ","$3,294 ",2018
Perry's Victory & International Peace MEM *,"150,558","$13,623 ",226,"$7,621 ","$12,979 ","$21,659 ",2018
Petersburg NB,"204,322","$12,066 ",184,"$5,453 ","$9,506 ","$16,664 ",2018
Petrified Forest NP,"644,921","$41,835 ",542,"$13,858 ","$25,392 ","$46,072 ",2018
Petroglyph NM,"268,613","$15,862 ",242,"$6,794 ","$11,587 ","$20,826 ",2018
Pictured Rocks NL,"815,308","$35,941 ",451,"$11,040 ","$20,353 ","$36,087 ",2018
Pinnacles NP,"222,152","$13,119 ",153,"$6,600 ","$10,456 ","$16,135 ",2018
Pipe Spring NM,"25,180","$1,487 ",22,$551 ,$960 ,"$1,744 ",2018
Pipestone NM,"73,268","$4,327 ",64,"$1,885 ","$3,144 ","$5,627 ",2018
Piscataway P,"146,364","$8,643 ",111,"$4,601 ","$7,665 ","$11,941 ",2018
Point Reyes NS,"2,397,721","$107,435 ","1,145","$56,692 ","$89,197 ","$134,063 ",2018
Port Chicago Naval Magazine NMEM,652,$39 ,0,$22 ,$35 ,$53 ,2018
President's Park,"1,035,737","$19,814 ",257,"$10,768 ","$18,222 ","$28,528 ",2018
President William Jefferson Clinton Birthplace Home NHS,"10,845",$641 ,9,$229 ,$430 ,$770 ,2018
Prince William Forest P,"313,628","$17,890 ",219,"$9,199 ","$15,295 ","$23,808 ",2018
Pu`uhonua O Honaunau NHP,"462,975","$27,340 ",307,"$12,679 ","$22,679 ","$35,101 ",2018
Puukohola Heiau NHS,"145,585","$8,597 ",96,"$3,987 ","$7,131 ","$11,037 ",2018
Rainbow Bridge NM,"110,905","$6,549 ",89,"$2,318 ","$4,101 ","$7,337 ",2018
Redwood NP,"482,535","$31,071 ",423,"$12,668 ","$20,886 ","$36,783 ",2018
Richmond NBP,"199,345","$11,772 ",177,"$5,250 ","$9,164 ","$16,035 ",2018
Rio Grande W&SR !,330,$230 ,4,$72 ,$136 ,$269 ,2018
River Raisin NB,"240,548","$14,205 ",201,"$7,005 ","$12,129 ","$19,997 ",2018
Rock Creek P,"2,395,342","$45,823 ",599,"$24,926 ","$42,166 ","$66,166 ",2018
Rocky Mountain NP *,"4,590,493","$305,593 ","4,363","$163,899 ","$282,015 ","$463,860 ",2018
Roger Williams NMEM,"60,709","$3,585 ",46,"$1,954 ","$3,226 ","$5,032 ",2018
Rosie the Riveter WWII Home Front NHP,"57,852","$3,416 ",40,"$1,951 ","$3,092 ","$4,693 ",2018
Ross Lake NRA,"892,043","$40,114 ",404,"$17,979 ","$31,751 ","$47,586 ",2018
Russell Cave NM,"21,620","$1,277 ",19,$517 ,$875 ,"$1,590 ",2018
Sagamore Hill NHS,"39,969","$2,360 ",27,"$1,289 ","$2,185 ","$3,238 ",2018
Saguaro NP,"957,405","$62,099 ",866,"$31,267 ","$54,459 ","$90,857 ",2018
Saint-Gaudens NHS *,"35,218","$1,764 ",25,$938 ,"$1,615 ","$2,590 ",2018
Saint Croix Island IHS,"12,000",$709 ,10,$281 ,$493 ,$861 ,2018
Saint Croix NSR,"724,643","$31,744 ",447,"$15,272 ","$25,846 ","$43,779 ",2018
Saint Paul's Church NHS,"21,631","$1,277 ",15,$699 ,"$1,186 ","$1,757 ",2018
Salem Maritime NHS,"300,475","$17,744 ",232,"$9,930 ","$16,277 ","$25,439 ",2018
Salinas Pueblo Missions NM,"34,630","$2,045 ",31,$874 ,"$1,488 ","$2,663 ",2018
Salt River Bay EHP,"4,884",$288 ,3,$134 ,$239 ,$370 ,2018
San Antonio Missions NHP * !,"1,208,104","$87,957 ","1,295","$44,091 ","$77,617 ","$130,985 ",2018
San Francisco Maritime NHP,"4,223,542","$106,000 ","1,066","$50,791 ","$79,735 ","$121,445 ",2018
San Juan Island NHP,"255,032","$15,060 ",165,"$7,141 ","$12,827 ","$19,321 ",2018
San Juan NHS,"910,405","$53,762 ",603,"$24,933 ","$44,596 ","$69,023 ",2018
Sand Creek Massacre NHS,"6,006",$355 ,6,$90 ,$173 ,$359 ,2018
Santa Monica Mountains NRA,"867,153","$38,488 ",476,"$20,160 ","$32,748 ","$52,229 ",2018
Saratoga NHP,"135,445","$7,998 ",105,"$3,299 ","$5,956 ","$9,849 ",2018
Saugus Iron Works NHS,"10,661",$629 ,8,$352 ,$578 ,$903 ,2018
Scotts Bluff NM,"142,028","$8,387 ",118,"$3,092 ","$5,378 ","$9,627 ",2018
Sequoia NP *,"1,229,594","$94,431 ","1,186","$39,587 ","$65,779 ","$110,349 ",2018
Shenandoah NP,"1,264,880","$86,905 ","1,077","$44,522 ","$74,222 ","$116,074 ",2018
Shiloh NMP,"376,100","$22,210 ",341,"$7,749 ","$13,312 ","$25,647 ",2018
Sitka NHP,"197,017","$35,366 ",608,"$19,311 ","$29,435 ","$50,865 ",2018
Sleeping Bear Dunes NL *,"1,643,599","$180,424 ","2,467","$66,087 ","$125,353 ","$217,080 ",2018
Springfield Armory NHS,"20,105","$1,187 ",15,$620 ,"$1,025 ","$1,610 ",2018
Statue Of Liberty NM,"4,335,431","$256,020 ","2,989","$141,368 ","$238,659 ","$355,718 ",2018
Steamtown NHS *,"97,949","$5,364 ",78,"$2,669 ","$4,361 ","$7,312 ",2018
Stones River NB,"266,502","$15,738 ",212,"$8,009 ","$13,200 ","$21,565 ",2018
Stonewall NM,"511,220","$30,189 ",354,"$16,662 ","$28,151 ","$42,006 ",2018
Sunset Crater Volcano NM,"104,583","$6,176 ",87,"$2,169 ","$3,864 ","$6,923 ",2018
Tallgrass Prairie NPRES,"27,715","$1,637 ",25,$688 ,"$1,155 ","$2,097 ",2018
Thaddeus Kosciuszko NMEM,"2,077",$123 ,2,$70 ,$113 ,$182 ,2018
Theodore Roosevelt Birthplace NHS,"23,155","$1,367 ",16,$755 ,"$1,275 ","$1,903 ",2018
Theodore Roosevelt Inaugural NHS,"27,507","$1,624 ",22,$673 ,"$1,269 ","$2,089 ",2018
Theodore Roosevelt Island P,"151,500","$8,946 ",117,"$4,776 ","$7,948 ","$12,455 ",2018
Theodore Roosevelt NP,"749,389","$47,862 ",611,"$18,174 ","$30,622 ","$54,011 ",2018
Thomas Edison NHP,"47,298","$2,793 ",33,"$1,549 ","$2,598 ","$3,886 ",2018
Thomas Jefferson NMEM,"3,198,859","$61,195 ",795,"$33,255 ","$56,277 ","$88,107 ",2018
Thomas Stone NHS,"8,255",$488 ,6,$260 ,$432 ,$672 ,2018
Timpanogos Cave NM,"121,311","$7,164 ",112,"$3,589 ","$6,045 ","$10,624 ",2018
Timucuan EHP,"1,134,856","$67,016 ","1,016","$31,468 ","$54,294 ","$93,894 ",2018
Tonto NM,"39,823","$2,352 ",34,"$1,217 ","$2,088 ","$3,476 ",2018
Tumacacori NHP,"40,809","$2,408 ",37,$951 ,"$1,702 ","$3,055 ",2018
Tuskegee Airmen NHS,"26,830","$1,584 ",25,$588 ,"$1,028 ","$1,948 ",2018
Tuskegee Institute NHS,"37,486","$2,214 ",35,$822 ,"$1,437 ","$2,722 ",2018
Tuzigoot NM,"98,089","$5,793 ",83,"$3,008 ","$5,145 ","$8,505 ",2018
Ulysses S Grant NHS,"43,601","$2,575 ",41,"$1,323 ","$2,200 ","$3,838 ",2018
Upper Delaware NSR&NRR,"220,965","$9,808 ",104,"$4,707 ","$7,919 ","$11,815 ",2018
Valley Forge NHP *,"1,881,362","$24,097 ",382,"$13,704 ","$22,205 ","$36,581 ",2018
Vanderbilt Mansion NHS,"340,870","$20,129 ",245,"$10,294 ","$17,303 ","$26,692 ",2018
Vicksburg NMP,"474,387","$28,014 ",452,"$11,415 ","$20,085 ","$37,270 ",2018
Vietnam Veterans MEM,"4,719,148","$90,278 ","1,173","$49,060 ","$83,024 ","$129,980 ",2018
Virgin Islands NP *,"112,287","$16,322 ",188,"$7,858 ","$14,810 ","$22,550 ",2018
Voyageurs NP,"239,657","$19,541 ",283,"$7,365 ","$13,156 ","$23,914 ",2018
Waco Mammoth NM,"106,932","$6,315 ",91,"$2,566 ","$4,507 ","$7,905 ",2018
Walnut Canyon NM,"167,736","$9,905 ",139,"$3,479 ","$6,198 ","$11,104 ",2018
War In The Pacific NHP,"387,855","$22,904 ",257,"$10,622 ","$18,999 ","$29,406 ",2018
Washington Monument (X),0,$0 ,0,$0 ,$0 ,$0 ,2018
Washita Battlefield NHS,"13,437",$793 ,12,$261 ,$455 ,$890 ,2018
Weir Farm NHS,"35,383","$2,089 ",24,"$1,136 ","$1,928 ","$2,858 ",2018
Whiskeytown NRA,"585,768","$25,810 ",329,"$10,020 ","$16,142 ","$28,018 ",2018
White House,"485,975","$9,297 ",121,"$5,052 ","$8,550 ","$13,385 ",2018
White Sands NM *,"603,008","$32,192 ",443,"$11,731 ","$20,017 ","$37,145 ",2018
Whitman Mission NHS,"49,274","$2,910 ",37,"$1,065 ","$1,991 ","$3,317 ",2018
William Howard Taft NHS,"30,201","$1,784 ",27,$883 ,"$1,477 ","$2,543 ",2018
Wilson's Creek NB,"220,276","$13,008 ",205,"$5,392 ","$9,020 ","$16,670 ",2018
Wind Cave NP *,"656,398","$66,631 ","1,009","$28,728 ","$48,468 ","$88,760 ",2018
Wolf Trap National Park for the Performing Arts,"365,539","$21,586 ",283,"$11,551 ","$19,213 ","$30,186 ",2018
Women's Rights NHP *,"42,783","$3,131 ",40,"$1,295 ","$2,478 ","$4,020 ",2018
World War II Memorial,"4,652,866","$89,010 ","1,157","$48,371 ","$81,858 ","$128,155 ",2018
World War II Valor in the Pacific NM * !,"1,779,142","$312,110 ","3,475","$154,837 ","$301,842 ","$457,646 ",2018
Wrangell - St Elias NP&PRES,"79,450","$120,679 ","1,486","$56,512 ","$105,764 ","$171,530 ",2018
Wright Brothers NMEM,"360,669","$21,298 ",319,"$8,838 ","$15,429 ","$27,417 ",2018
Wupatki NM,"205,122","$13,314 ",176,"$4,657 ","$8,384 ","$14,922 ",2018
Yellowstone NP *,"4,115,001","$512,566 ","7,089","$223,866 ","$375,210 ","$647,091 ",2018
Yosemite NP * !,"4,009,438","$495,245 ","6,184","$220,522 ","$376,018 ","$624,129 ",2018
Yukon - Charley Rivers NPRES,"1,272","$1,103 ",9,$457 ,"$1,032 ","$1,557 ",2018
Zion NP * !,"4,320,032","$246,236 ","4,130","$95,644 ","$168,265 ","$327,236 ",2018
Abraham Lincoln Birthplace NHP,"238,225","$14,169 ",210,"$6,351 ","$11,082 ","$19,136 ",2019
Acadia NPa,"3,437,286","$379,517 ","5,474","$168,284 ","$298,961 ","$510,962 ",2019
Adams NHP,"187,400","$11,146 ",146,"$6,179 ","$10,145 ","$15,926 ",2019
African Burial Ground NM,"47,428","$2,821 ",33,"$1,558 ","$2,633 ","$3,928 ",2019
Agate Fossil Beds NMa,"16,657","$1,246 ",17,$393 ,$683 ,"$1,306 ",2019
Alibates Flint Quarries NM,"8,848",$526 ,8,$208 ,$355 ,$649 ,2019
Allegheny Portage Railroad NHS,"189,189","$11,253 ",178,"$5,612 ","$9,070 ","$15,800 ",2019
Amistad NRA,"1,267,900","$56,596 ",730,"$17,997 ","$31,646 ","$57,993 ",2019
Andersonville NHS,"103,636","$6,164 ",101,"$2,265 ","$3,971 ","$7,711 ",2019
Andrew Johnson NHS,"51,189","$3,045 ",44,"$1,352 ","$2,247 ","$3,939 ",2019
Aniakchak NM&PRES,100,$70 ,1,$29 ,$66 ,$99 ,2019
Antietam NB,"287,344","$17,086 ",226,"$9,146 ","$15,171 ","$23,926 ",2019
Apostle Islands NLa,"240,613","$38,732 ",551,"$14,127 ","$25,150 ","$46,194 ",2019
Appomattox Court House NHP,"102,398","$6,090 ",91,"$2,461 ","$4,236 ","$7,601 ",2019
Arches NPa,"1,659,702","$201,299 ","3,089","$81,926 ","$145,353 ","$264,383 ",2019
Arkansas Post NMEM,"28,519","$1,696 ",24,$674 ,"$1,194 ","$2,089 ",2019
"Arlington House, The Robert E.Lee Memorial NMEMc",0,$0 ,0,$0 ,$0 ,$0 ,2019
Assateague Island NS,"2,344,536","$104,353 ","1,316","$41,146 ","$68,870 ","$116,822 ",2019
Aztec Ruins NM,"63,777","$3,793 ",56,"$1,344 ","$2,395 ","$4,453 ",2019
Badlands NP,"970,998","$63,503 ",890,"$25,075 ","$43,288 ","$79,643 ",2019
Bandelier NM,"200,741","$12,746 ",182,"$5,294 ","$9,182 ","$16,384 ",2019
Belmont-Paul Women's Equality NM,"9,912",$191 ,2,$104 ,$176 ,$276 ,2019
Bent's Old Fort NHS,"21,674","$1,289 ",18,$520 ,$911 ,"$1,587 ",2019
Bering Land Bridge NPRES,"2,642","$4,041 ",50,"$1,896 ","$3,550 ","$5,749 ",2019
Big Bend NP,"463,833","$41,295 ",601,"$13,546 ","$24,853 ","$46,648 ",2019
Big Cypress NPRES,"1,007,471","$81,506 ","1,080","$40,906 ","$71,777 ","$117,080 ",2019
Big Hole NBa,"45,861","$3,264 ",43,"$1,190 ","$1,814 ","$3,373 ",2019
Big South Fork NRRAa,"750,494","$23,592 ",286,"$8,686 ","$14,642 ","$25,547 ",2019
Big Thicket NPRES,"255,925","$16,698 ",211,"$7,896 ","$13,596 ","$21,952 ",2019
Bighorn Canyon NRA,"249,658","$11,106 ",157,"$4,542 ","$7,316 ","$13,387 ",2019
Biscayne NP,"708,522","$46,249 ",606,"$22,947 ","$39,769 ","$64,758 ",2019
Black Canyon Of The Gunnison NP,"432,818","$27,599 ",344,"$11,743 ","$20,556 ","$33,976 ",2019
Blue Ridge PKWYa,"14,976,084","$1,125,413 ","16,341","$442,244 ","$754,647 ","$1,369,146 ",2019
Bluestone NSR,"37,663","$1,683 ",23,$648 ,"$1,095 ","$1,945 ",2019
Booker T Washington NM,"24,639","$1,466 ",23,$620 ,"$1,059 ","$1,911 ",2019
Boston African American NHS,"419,585","$24,956 ",327,"$13,877 ","$22,772 ","$35,737 ",2019
Boston NHP,"3,201,833","$190,442 ","2,495","$105,922 ","$173,790 ","$272,675 ",2019
Brown V Board Of Education NHS,"21,413","$1,274 ",21,$660 ,"$1,108 ","$1,945 ",2019
Bryce Canyon NP,"2,594,904","$222,115 ","3,206","$83,420 ","$147,909 ","$268,899 ",2019
Buck Island Reef NM,"37,086","$2,341 ",25,"$1,046 ","$1,907 ","$2,931 ",2019
Buffalo NR,"1,326,283","$59,181 ",857,"$21,058 ","$36,695 ","$67,794 ",2019
Cabrillo NM,"761,485","$45,292 ",595,"$23,576 ","$38,863 ","$61,545 ",2019
Canaveral NSa,"1,884,122","$71,561 ",937,"$32,434 ","$57,264 ","$95,095 ",2019
Cane River Creole NHP,"29,922","$1,780 ",25,$677 ,"$1,237 ","$2,186 ",2019
Canyon De Chelly NM,"460,757","$31,146 ",444,"$10,262 ","$18,858 ","$36,405 ",2019
Canyonlands NP,"733,995","$45,909 ",647,"$17,170 ","$30,020 ","$54,806 ",2019
Cape Cod NSa,"4,096,103","$520,440 ","6,399","$239,073 ","$415,535 ","$672,015 ",2019
Cape Hatteras NS,"2,606,631","$168,360 ","2,422","$66,950 ","$118,132 ","$211,088 ",2019
Cape Krusenstern NM,"16,226","$24,805 ",305,"$11,642 ","$21,792 ","$35,294 ",2019
Cape Lookout NS,"455,527","$20,292 ",282,"$6,937 ","$11,570 ","$21,724 ",2019
Capitol Reef NPa,"1,226,519","$89,789 ","1,185","$31,281 ","$55,996 ","$101,742 ",2019
Capulin Volcano NMa,"81,617","$2,504 ",35,$796 ,"$1,343 ","$2,524 ",2019
Carl Sandburg Home NHS,"78,145","$4,648 ",68,"$1,976 ","$3,340 ","$5,848 ",2019
Carlsbad Caverns NP,"440,691","$28,806 ",385,"$10,485 ","$17,735 ","$32,428 ",2019
Carter G. Woodson Home NHS,"2,380",$46 ,1,$25 ,$42 ,$66 ,2019
Casa Grande Ruins NM,"68,380","$4,067 ",59,"$2,116 ","$3,632 ","$6,059 ",2019
Castillo De San Marcos NM,"673,395","$40,053 ",607,"$18,025 ","$31,298 ","$54,561 ",2019
Castle Clinton NM,"4,361,034","$110,133 ","1,110","$51,951 ","$85,654 ","$128,641 ",2019
Catoctin Mountain P,"296,845","$18,851 ",239,"$9,882 ","$16,440 ","$25,901 ",2019
Cedar Breaks NM,"579,860","$37,822 ",524,"$13,656 ","$24,147 ","$43,832 ",2019
Cesar E. Chavez NM,"16,489",$981 ,13,$528 ,$856 ,"$1,358 ",2019
Chaco Culture NHP,"47,342","$2,741 ",40,"$1,100 ","$1,912 ","$3,447 ",2019
Chamizal NMEM,"38,228","$2,274 ",34,$908 ,"$1,545 ","$2,856 ",2019
Channel Islands NP,"409,630","$25,285 ",314,"$13,835 ","$22,621 ","$35,685 ",2019
Charles Pinckney NHS,"35,495","$2,111 ",28,$919 ,"$1,607 ","$2,662 ",2019
Charles Young Buffalo Soldiers NM,"14,105",$839 ,13,$375 ,$627 ,"$1,111 ",2019
Chattahoochee River NRA,"3,393,134","$151,634 ","2,164","$74,757 ","$126,388 ","$213,122 ",2019
Chesapeake & Ohio Canal NHP,"5,116,787","$98,442 ","1,326","$52,901 ","$89,474 ","$142,768 ",2019
Chickamauga & Chattanooga NMP,"977,157","$58,100 ",870,"$23,225 ","$39,632 ","$72,150 ",2019
Chickasaw NRAa,"1,422,612","$23,444 ",232,"$6,115 ","$9,955 ","$18,348 ",2019
Chiricahua NM,"60,655","$3,669 ",52,"$1,115 ","$2,010 ","$3,896 ",2019
Christiansted NHS,"103,594","$6,162 ",69,"$2,863 ","$5,122 ","$7,923 ",2019
City Of Rocks NRES,"99,311","$5,907 ",86,"$2,214 ","$3,744 ","$6,829 ",2019
Clara Barton NHS,"4,100",$244 ,3,$131 ,$217 ,$341 ,2019
Colonial NHPa,"3,327,269","$337,484 ","5,104","$127,744 ","$237,125 ","$423,579 ",2019
Colorado NM,"397,032","$25,182 ",352,"$9,700 ","$17,109 ","$30,731 ",2019
Congaree NPa,"159,445","$8,173 ",102,"$3,143 ","$5,606 ","$9,643 ",2019
Coronado NMEM,"130,328","$7,752 ",118,"$3,067 ","$5,491 ","$9,849 ",2019
Cowpens NB,"223,413","$14,606 ",207,"$7,074 ","$11,897 ","$20,162 ",2019
Crater Lake NP,"704,511","$61,780 ",892,"$29,210 ","$48,118 ","$82,859 ",2019
Craters Of The Moon NM&PRESa,"272,224","$9,579 ",136,"$3,418 ","$5,787 ","$10,979 ",2019
Cumberland Gap NHP,"704,599","$45,700 ",623,"$19,500 ","$33,534 ","$58,458 ",2019
Cumberland Island NS,"53,905","$2,275 ",32,$989 ,"$1,642 ","$2,816 ",2019
Curecanti NRA,"836,034","$37,014 ",452,"$14,618 ","$25,175 ","$41,922 ",2019
Cuyahoga Valley NPa,"2,237,997","$39,503 ",579,"$19,865 ","$33,169 ","$57,220 ",2019
Dayton Aviation Heritage NHPa,"94,708","$5,679 ",92,"$3,076 ","$5,180 ","$8,865 ",2019
De Soto NMEM,"187,880","$11,175 ",167,"$5,493 ","$9,494 ","$16,119 ",2019
Death Valley NP,"1,740,945","$147,122 ","1,811","$70,634 ","$119,244 ","$190,145 ",2019
Delaware Water Gap NRAa,"3,374,865","$118,076 ","1,621","$67,406 ","$112,257 ","$173,694 ",2019
Denali NP&PRES,"601,152","$612,770 ","7,490","$287,751 ","$541,354 ","$874,209 ",2019
Devils Postpile NM,"147,864","$9,667 ",120,"$4,090 ","$6,776 ","$11,333 ",2019
Devils Tower NM,"450,786","$29,189 ",402,"$11,895 ","$20,593 ","$37,193 ",2019
Dinosaur NM,"298,965","$18,044 ",220,"$6,868 ","$11,855 ","$20,066 ",2019
Dry Tortugas NP,"79,200","$4,836 ",55,"$1,953 ","$3,370 ","$5,448 ",2019
Edgar Allan Poe NHS,"15,528",$924 ,13,$526 ,$852 ,"$1,371 ",2019
Effigy Mounds NMa,"65,582","$4,258 ",68,"$1,689 ","$2,894 ","$5,313 ",2019
Eisenhower NHS,"47,277","$2,812 ",37,"$1,504 ","$2,474 ","$3,906 ",2019
El Malpais NM,"158,924","$9,453 ",147,"$3,942 ","$6,814 ","$12,434 ",2019
El Morro NM,"68,868","$4,409 ",63,"$1,242 ","$2,305 ","$4,602 ",2019
Eleanor Roosevelt NHS,"47,631","$2,833 ",34,"$1,437 ","$2,426 ","$3,737 ",2019
Eugene O'Neill NHS,"2,945",$175 ,2,$100 ,$159 ,$241 ,2019
Everglades NP,"1,118,300","$110,371 ","1,508","$57,472 ","$101,388 ","$164,874 ",2019
Federal Hall NMEM,"264,849","$15,753 ",184,"$8,708 ","$14,704 ","$21,916 ",2019
Fire Island NS,"391,311","$17,377 ",186,"$8,784 ","$14,818 ","$22,023 ",2019
First Ladies NHS,"10,913",$649 ,10,$334 ,$555 ,$960 ,2019
Flight 93 NMEM,"411,225","$24,459 ",384,"$12,196 ","$19,789 ","$34,383 ",2019
Florissant Fossil Beds NM,"77,339","$4,600 ",64,"$2,396 ","$4,105 ","$6,718 ",2019
Ford's Theatre NHS,"572,373","$11,031 ",143,"$6,004 ","$10,160 ","$15,901 ",2019
Fort Bowie NHS,"7,577",$451 ,7,$176 ,$315 ,$565 ,2019
Fort Caroline NMEM,"187,657","$11,162 ",169,"$5,288 ","$9,119 ","$15,733 ",2019
Fort Davis NHS,"51,995","$3,093 ",43,"$1,037 ","$1,841 ","$3,340 ",2019
Fort Donelson NB,"254,431","$16,634 ",203,"$7,868 ","$13,189 ","$21,298 ",2019
Fort Frederica NM,"212,330","$12,629 ",185,"$5,740 ","$9,771 ","$16,775 ",2019
Fort Laramie NHS,"42,893","$2,551 ",37,$912 ,"$1,642 ","$3,016 ",2019
Fort Larned NHSa,"26,958","$1,659 ",24,$542 ,$956 ,"$1,865 ",2019
Fort Matanzas NM,"593,787","$35,318 ",536,"$16,026 ","$27,843 ","$48,467 ",2019
Fort McHenry NM&SHRINE,"419,545","$24,954 ",331,"$13,372 ","$22,319 ","$35,150 ",2019
Fort Necessity NB,"312,104","$18,557 ",293,"$9,557 ","$15,588 ","$26,958 ",2019
Fort Point NHS,"1,421,349","$84,541 ",991,"$48,363 ","$76,652 ","$116,298 ",2019
Fort Pulaski NM,"374,289","$24,470 ",318,"$10,241 ","$18,077 ","$30,212 ",2019
Fort Raleigh NHS,"248,139","$14,759 ",221,"$6,106 ","$10,600 ","$18,845 ",2019
Fort Scott NHSa,"24,069",$438 ,6,$136 ,$222 ,$438 ,2019
Fort Smith NHS,"125,500","$7,464 ",118,"$2,687 ","$4,899 ","$9,251 ",2019
Fort Stanwix NMa,"97,412","$5,462 ",71,"$2,028 ","$4,016 ","$6,639 ",2019
Fort Sumter NM,"877,894","$52,216 ",702,"$22,713 ","$39,739 ","$65,933 ",2019
Fort Union NMa,"11,063",$760 ,10,$291 ,$487 ,$852 ,2019
Fort Union Trading Post NHSa,"12,967","$1,057 ",12,$391 ,$615 ,"$1,037 ",2019
Fort Vancouver NHS,"1,018,215","$60,562 ",871,"$31,388 ","$52,409 ","$87,371 ",2019
Fort Washington P,"423,868","$25,211 ",322,"$13,440 ","$22,396 ","$34,877 ",2019
Fossil Butte NMa,"20,554","$1,042 ",13,$381 ,$642 ,"$1,118 ",2019
Franklin Delano Roosevelt MEM,"3,303,573","$63,668 ",826,"$34,653 ","$58,643 ","$91,777 ",2019
Frederick Douglass NHS,"61,063","$1,177 ",15,$640 ,"$1,083 ","$1,692 ",2019
Frederick Law Olmsted NHS,"7,791",$463 ,6,$257 ,$421 ,$663 ,2019
Fredericksburg & Spotsylvania NMP,"906,800","$53,936 ",690,"$28,104 ","$46,649 ","$73,124 ",2019
Friendship Hill NHS,"34,160","$2,032 ",32,"$1,036 ","$1,694 ","$2,928 ",2019
Gates Of The Arctic NP&PRES,"10,518","$16,078 ",198,"$7,546 ","$14,125 ","$22,877 ",2019
Gateway NRAa,"9,405,622","$254,946 ","3,014","$100,911 ","$178,701 ","$287,540 ",2019
Gauley River NRA,"119,282","$5,302 ",73,"$2,027 ","$3,396 ","$5,988 ",2019
General Grant NMEM,"113,852","$6,772 ",79,"$3,744 ","$6,326 ","$9,435 ",2019
George Rogers Clark NHP,"140,130","$8,335 ",125,"$3,136 ","$5,523 ","$10,144 ",2019
George Washington Birthplace NMa,"139,666","$6,491 ",81,"$3,328 ","$5,469 ","$8,518 ",2019
George Washington Carver NMa,"49,553",$929 ,13,$346 ,$571 ,"$1,054 ",2019
George Washington MEM PKWY,"7,487,265","$50,125 ",799,"$27,906 ","$44,782 ","$73,359 ",2019
Gettysburg NMP,"925,116","$60,310 ",761,"$31,504 ","$52,386 ","$82,593 ",2019
Gila Cliff Dwellings NM,"66,615","$3,962 ",60,"$1,112 ","$2,018 ","$4,058 ",2019
Glacier Bay NP&PRESa,"672,087","$246,447 ","2,929","$121,238 ","$213,514 ","$402,334 ",2019
Glacier NPa,"3,049,840","$356,112 ","5,395","$169,133 ","$278,790 ","$501,198 ",2019
Glen Canyon NRAa,"4,330,562","$420,177 ","5,153","$163,428 ","$285,807 ","$494,897 ",2019
Golden Gate NRAa,"15,002,227","$1,038,146 ","10,606","$611,241 ","$979,482 ","$1,395,685 ",2019
Golden Spike NHSa,"108,153","$6,278 ",95,"$2,957 ","$4,994 ","$8,840 ",2019
Governors Island NM,"590,993","$35,152 ",410,"$19,432 ","$32,812 ","$48,904 ",2019
Grand Canyon NPa,"5,974,410","$891,243 ","11,806","$354,979 ","$634,575 ","$1,089,195 ",2019
Grand Portage NM,"94,985","$6,208 ",78,"$1,805 ","$3,358 ","$6,095 ",2019
Grand Teton NPa,"3,405,614","$629,536 ","8,638","$274,619 ","$463,007 ","$795,638 ",2019
Grant-Kohrs Ranch NHS,"25,044","$1,490 ",23,$687 ,"$1,065 ","$1,949 ",2019
Great Basin NP,"131,802","$7,767 ",108,"$2,393 ","$4,183 ","$8,018 ",2019
Great Sand Dunes NP&PRES,"527,546","$33,090 ",449,"$13,028 ","$22,828 ","$40,140 ",2019
Great Smoky Mountains NP,"12,547,743","$1,054,815 ","15,176","$482,218 ","$824,057 ","$1,427,790 ",2019
Greenbelt P,"128,702","$8,146 ",101,"$4,247 ","$7,123 ","$11,104 ",2019
Guadalupe Mountains NP,"188,833","$11,880 ",166,"$4,478 ","$7,807 ","$14,306 ",2019
Guilford Courthouse NMP,"223,901","$13,317 ",208,"$6,398 ","$10,640 ","$18,624 ",2019
Gulf Islands NS,"5,600,241","$249,304 ","3,305","$105,295 ","$181,992 ","$310,006 ",2019
Hagerman Fossil Beds NM,"23,768","$1,414 ",21,$649 ,"$1,076 ","$1,904 ",2019
Haleakala NP,"994,393","$64,738 ",684,"$29,104 ","$53,202 ","$81,590 ",2019
Hamilton Grange NMEM,"71,248","$4,238 ",49,"$2,335 ","$3,948 ","$5,876 ",2019
Hampton NHS,"28,233","$1,679 ",22,$909 ,"$1,511 ","$2,383 ",2019
Harpers Ferry NHPa,"299,576","$15,004 ",213,"$8,584 ","$14,166 ","$22,307 ",2019
Harry S Truman NHS,"30,745","$1,829 ",30,$959 ,"$1,602 ","$2,816 ",2019
Hawaii Volcanoes NP,"1,368,375","$116,455 ","1,279","$53,795 ","$99,886 ","$153,036 ",2019
